AATS2i,BIC3,ETA_BetaP_s,GATS6m,IC2,JGI3,MDEN-22,MLFER_BO,WTPT-5,maxHother,maxaaN,maxssNH,nT6HeteroRing
-1.713353459,0.839025511,-1.602566665,-1.826738133,-1.153687461,-0.298584299,-0.896080779,-1.077528786,-0.987997764,-1.18781559,-1.70372416,0.870224041,-0.443869406
-1.963394539,-0.238810776,-0.128101037,1.022467311,-0.820851762,0.751231307,-1.090212048,-0.057843226,-0.41564373,-1.796801722,1.626703642,-0.060940775,-0.443869406
-1.283519501,-0.815384532,0.089873371,0.753453636,-0.299617573,0.988307314,-0.969156061,-0.041346796,0.032028122,-1.651497695,1.684910256,-2.058507018,0.706908392
-0.753429848,-0.737814411,-1.39600453,-2.012238329,-0.690141004,-0.498734449,-1.31843068,-1.062063383,-1.067518381,-0.890181079,-1.70372416,0.77709711,-0.443869406
-0.794756305,-0.020485648,-1.189442395,0.81697446,-1.068239592,-0.480342289,-1.31843068,-1.280641076,-1.47492597,-1.146225393,-1.70372416,0.711979001,-0.443869406
-1.272289093,0.572344156,-1.602566665,-1.863645189,-1.131378763,-0.298584299,-0.896080779,-1.114645752,-0.987997764,-1.934167072,-1.70372416,0.916916354,-0.443869406
-0.679870221,-1.128097474,-0.603612398,-0.91218387,-1.09240974,-0.277568476,-1.052017926,-0.941433241,-1.069572704,-0.797902317,-1.70372416,0.698518339,-0.443869406
-1.544624759,-1.001321163,-0.099189947,0.310740841,-1.982576323,1.649914857,-0.316131775,-1.048660034,-0.164537861,-2.281232341,-0.099216973,-2.058507018,-0.443869406
-1.288881251,-0.639046057,-0.362433036,2.195220818,-1.132695005,1.492057587,-0.316131775,-1.061032356,-0.164503687,-2.312704256,-0.071871993,-2.058507018,-0.443869406
-1.586189902,-1.489751086,0.189160143,1.559390387,-1.123620597,-0.186833703,0.793170798,0.706147673,0.623356799,-0.503672538,1.679494145,0.426831431,-0.443869406
-1.235109234,0.035512054,0.822921685,1.842831152,-0.560867229,-0.040234321,0.389961367,-0.04340885,0.616204355,-0.355936613,1.236523946,0.278482671,-0.443869406
-1.705771103,0.350531972,0.56196105,0.652840179,-0.2313442,1.301783241,-0.481143659,0.105059017,0.502458989,-1.665865329,1.732703964,-0.049853328,-1.594647204
-1.62107377,-0.648197075,0.274752188,0.521064584,-0.737693532,0.420147152,0.793170798,0.693775351,0.623296305,-0.524134229,1.728202066,0.445041639,-0.443869406
-0.718549291,-0.389430905,-0.603612398,-0.766047748,-0.975030828,-0.277568476,-1.31843068,-1.062063383,-1.069336302,-0.797902317,-1.70372416,0.676948595,-0.443869406
-0.072506602,-1.074317876,-2.436423388,2.222892507,-2.376845532,-2.323740151,-1.584843434,-1.930187994,-2.137296479,-2.084187946,-1.70372416,-2.058507018,-1.594647204
1.551318196,-0.302855072,1.630149771,0.39410305,0.469771148,0.08791265,0.389961367,0.672123787,1.561531176,-0.876024244,1.1345952,0.567402165,0.706908392
-1.35187508,-0.453318128,-0.825390897,-1.726355021,-1.637913887,-0.61215283,0.675743748,-0.913595516,-0.458767279,0.321956444,0.286731859,0.810812716,-0.443869406
-1.409170149,1.202817259,-0.376888581,0.650487796,-0.374395938,1.078573123,0.675743748,-0.69914193,-0.049808981,-1.702153226,0.189346435,0.542498108,-0.443869406
-0.315064673,-0.04583101,-0.037563674,-2.165720842,-0.654790282,0.247717117,0.675743748,-0.523867364,-0.456617752,0.539681462,0.29891218,0.778803094,-0.443869406
-1.552092191,1.097387409,-0.298524309,-1.118116243,-0.95949793,0.777950043,0.675743748,-0.972364046,-0.45764377,0.314914452,0.360738372,0.862704609,-0.443869406
0.367374434,0.581565261,0.079602325,1.311040352,-0.912055672,0.970664445,0.675743748,-1.041442846,-0.455125023,0.906834134,-0.116675407,-0.216088893,-0.443869406
0.785300227,0.55212186,0.291109779,0.48904971,-0.479310143,2.382093878,0.675743748,-0.881633683,-0.049849952,1.191514428,-0.266306402,-0.539241099,-0.443869406
-0.882913857,1.031170494,0.189160143,0.540466006,-0.789331026,1.371286573,0.675743748,-0.766158675,-0.051938359,-0.500100954,-0.0249842,0.129425289,-0.443869406
-0.372365292,-0.19232315,0.089873371,-0.443907995,-0.013601847,0.819754867,0.013633092,-0.46303678,-0.426098014,-0.393214176,0.585510195,0.087253809,0.706908392
0.818562741,1.91955549,0.189160143,-1.682419979,0.903123388,2.498525315,0.734152582,1.696964481,0.365192344,-1.217813309,-1.70372416,-0.88393764,-1.594647204
0.518882356,0.55212186,0.189160143,0.955712701,-0.74479019,1.480055323,0.675743748,-0.835237475,-0.049367971,0.352263381,-0.182169126,-0.306810494,-0.443869406
-0.863095592,-0.73657238,-0.576222944,0.222598589,-0.65449071,0.811878621,0.675743748,-0.711514252,-0.049733081,-2.189668823,0.315952774,0.743974732,-0.443869406
-0.153730235,-0.036115753,0.079602325,-2.228327862,-0.500264751,0.811878621,0.675743748,-0.317661994,-0.050884317,-1.574682986,0.233418463,0.688081493,-0.443869406
-1.231938887,-0.259067173,-0.825390897,-1.812809209,-1.117752523,0.506704689,0.675743748,-0.925967838,-0.457710285,0.347330625,0.301597283,0.814175395,-0.443869406
-1.306676557,1.031170494,-0.163098673,-1.341648981,-0.789331026,1.371286573,0.675743748,-0.766158675,-0.051938359,-2.146152104,0.295244653,0.771983008,-0.443869406
-1.3543348,0.800802055,-0.037563674,-1.00491166,-0.658221491,1.104589784,0.675743748,-0.804306669,-0.052290202,-2.20449217,0.407413034,0.96687836,-0.443869406
-0.863095592,-0.554553835,-0.576222944,-0.255189208,-0.6320493,1.308563675,0.675743748,-0.711514252,-0.048366904,-2.250448907,0.417125346,0.938091471,-0.443869406
-0.448273431,-0.913375002,-1.39600453,0.692915323,-0.577566788,-0.375005255,-1.31843068,-1.007418959,-1.067229211,-0.87075397,-1.70372416,0.742434006,-0.443869406
-0.888146964,0.47099558,0.189160143,-0.263992331,-0.22458819,1.14476295,0.013633092,-0.467160887,-0.426678245,-0.293672729,0.424592557,-0.177012371,0.706908392
0.66504246,-0.05405286,-0.248310309,1.034444154,-1.085581513,0.617406117,0.675743748,-1.04659798,-0.456049165,1.281718498,-0.319030949,-0.590975419,-0.443869406
-0.991018104,0.133811538,-0.298524309,-0.279516374,-1.294602561,-0.764372352,0.675743748,-0.951743509,-0.459112054,0.658688074,-0.039852462,0.024300685,-0.443869406
-1.074656511,-0.090065337,-0.664477852,-1.680093012,-1.117752523,-0.764372352,0.675743748,-0.951743509,-0.458399994,0.516227522,0.118570053,0.487818082,-0.443869406
-1.449133446,-0.194869599,-1.030050987,0.793290049,-1.14584023,-0.845120425,0.675743748,-0.84657877,-0.456680682,0.468266842,0.180833638,0.581327817,-0.443869406
-1.389094263,-0.649598827,-2.347027252,-0.745776979,-0.699485736,-0.511336466,-1.584843434,-1.058970302,-1.564824352,-2.063670537,-1.70372416,-2.058507018,-1.594647204
-1.220082099,-0.222507657,0.189160143,0.682404576,-1.081840439,-1.03383674,0.994045872,-0.55479817,0.043968178,0.419091977,0.313032376,0.787220811,-0.443869406
0.408615264,-0.879162871,-0.376888581,0.999302143,-1.489192385,-0.197207396,0.675743748,-0.982674315,-0.456248532,0.913876125,-0.210845028,-0.267980786,-0.443869406
-1.651966478,1.274489979,-0.51535749,0.966352455,-0.523882032,0.499901047,0.675743748,-0.905347301,-0.455557172,0.461224851,0.254840154,0.63321971,-0.443869406
-0.596046362,-0.750401703,-2.301758571,0.051255027,0.480815813,-0.09003692,-1.584843434,-0.864106227,-1.434634666,-2.070927759,-1.70372416,-0.444735562,-1.594647204
0.553224184,-1.236573932,-0.298524309,0.70419937,-0.801841648,-0.375005255,-1.31843068,-0.713576306,-0.576014309,-0.772404238,-1.70372416,0.680666107,-0.443869406
-0.474369341,-0.367959807,-0.603612398,0.170945167,-0.804106222,-0.277568476,-1.31843068,-0.725948628,-0.660416842,-0.694695802,-1.70372416,0.431020853,-0.443869406
-0.638919049,-0.329231714,-1.205799986,-1.806628679,-0.604937368,-0.435431119,-1.31843068,-1.091963161,-1.069021512,-0.839094974,-1.70372416,0.739550551,-0.443869406
-0.780423766,0.657431688,-1.205799986,-2.013335763,-0.122376775,-0.390848636,-1.31843068,-1.062063383,-1.068517885,-0.841006213,-1.70372416,0.744702922,-0.443869406
-0.813443688,-0.473142513,-0.825390897,0.604807626,-0.945686221,-0.498734449,-1.31843068,-0.89916114,-0.667847299,-0.578133161,-1.70372416,0.34480316,-0.443869406
-0.812325692,-0.389430905,-0.99961826,-2.003857173,-0.975030828,-0.277568476,-1.31843068,-1.062063383,-1.069336302,-0.802151995,-1.70372416,0.702971182,-0.443869406
-0.303768741,0.168120949,0.40751496,-0.530931962,-0.206433948,1.102466983,0.013633092,-0.616659781,-0.427079945,-0.456981851,0.631098262,0.200029175,0.706908392
-0.682498528,-0.773670415,-0.037563674,-0.259274486,-0.432668989,0.765071015,0.013633092,-0.815647964,-0.429124147,-0.604506448,0.649365216,0.275308801,0.706908392
-0.982206853,0.046640586,-0.037563674,-1.772327528,-0.608167569,1.348365853,0.013633092,-0.849671851,-0.429333922,-0.623933557,0.71143388,0.3934828,0.706908392
-0.780423766,0.657431688,-1.205799986,-2.020738903,-0.122376775,-0.390848636,-1.31843068,-1.062063383,-1.068336799,-0.851326861,-1.70372416,0.735365372,-0.443869406
-0.471002992,-0.242441281,-0.298524309,0.659544298,-0.692453109,-0.375005255,-1.31843068,-1.262082593,-0.576014309,-0.19763393,-1.70372416,0.037250502,-0.443869406
-2.3555187,0.986043012,-1.39600453,-1.761472145,-0.888621273,-0.158479079,-1.31843068,-1.012574094,-1.072972145,-0.646268784,-1.70372416,0.382207165,-0.443869406
-0.407728461,-0.389430905,-0.444981808,-0.574018535,-0.746134052,-0.435431119,-1.31843068,-1.100211376,-1.0696318,-0.465420365,-1.70372416,-0.083540849,-0.443869406
1.383731359,-0.329231714,-0.376888581,0.844871791,-0.604937368,0.765071015,-1.31843068,-1.195065847,-1.067006673,1.463383752,-1.70372416,-0.698816954,-0.443869406
-0.448273431,-1.297778493,-1.39600453,-0.216973928,-0.672937155,-0.158479079,-1.31843068,-1.007418959,-1.066336795,-0.906448798,-1.70372416,0.869079645,-0.443869406
-0.638919049,-0.55462889,-1.205799986,-2.087354902,-0.604937368,-0.212610623,-1.31843068,-1.074435705,-1.069687281,-0.866380393,-1.70372416,0.861144185,-0.443869406
0.960009912,-2.029208651,0.696245458,1.654502864,-1.168180801,0.391164079,0.389961367,-0.513557096,-0.47946434,-0.455154617,0.514094141,0.175394457,0.706908392
1.387808336,-0.895484446,1.053449593,0.831687846,0.210005166,-0.158479079,0.642924597,0.742233613,0.59733629,-0.568487497,0.853381421,1.063881444,1.85768619
-2.310986835,-0.61367877,-1.39600453,1.542403697,-1.824936459,-0.158479079,-1.584843434,-0.838330555,-1.67033285,-0.146970317,-1.70372416,-2.058507018,-0.443869406
-2.01546834,-1.883168454,-1.39600453,1.705060152,-2.495092402,-0.158479079,-1.584843434,-0.822865152,-1.260049794,-0.321814285,-1.70372416,-2.058507018,-0.443869406
-0.191459969,0.185135032,0.189160143,-1.175600396,0.214635652,1.164736008,0.013633092,-0.64655956,-0.427434522,-0.529736369,0.693162285,0.297014229,0.706908392
-0.757020331,0.147941655,-0.387159627,-0.678948721,0.339702392,0.404488749,0.013633092,-0.467160887,-0.42570301,-0.531631167,0.658181383,0.229469573,0.706908392
-0.217894556,-1.403747028,0.189160143,-0.348368413,-0.811568496,0.855047351,0.013633092,-1.283734156,-0.429824155,-1.044015518,0.829469602,0.853739431,0.706908392
-0.636373463,-0.904469245,-0.037563674,-0.554975272,-0.837096784,0.139244241,0.013633092,-1.242493082,-0.435817267,-0.691539887,0.643129947,0.344368743,0.706908392
0.113843481,0.498337895,-0.248310309,-0.438231468,0.398713257,0.703018409,0.013633092,-0.955867617,-0.442643905,-0.749150421,0.494229694,0.169289666,0.706908392
-0.26402548,-1.918307896,-1.828149255,-2.291315057,-0.585328698,0.822256772,-0.896080779,-0.07949479,-0.046192692,-0.959356106,-1.70372416,0.725612185,-0.443869406
0.294955669,0.567478446,0.09862278,-0.864433487,1.049006775,-0.838989705,-0.896080779,0.391684483,-0.019046315,-0.559047169,-1.70372416,0.384081417,0.706908392
0.262930721,0.573096866,-0.075224174,-0.707373902,1.195777052,-0.562171883,-0.896080779,0.41230502,-0.022459787,-0.580902664,-1.70372416,0.397513382,0.706908392
-0.527529817,-0.137714395,-0.825390897,-2.131448545,-0.776345004,0.181776177,-1.31843068,-0.798120508,-1.077765888,-0.758441006,-1.70372416,0.591981989,-0.443869406
-0.776782241,-0.209134619,-1.205799986,-0.439902564,-0.575309142,-0.498734449,-1.31843068,-0.881633683,-1.067547931,-0.861040415,-1.70372416,0.7737469,-0.443869406
-1.452373629,0.302657611,-1.169661122,2.109224143,-1.305816285,-0.022376977,-1.584843434,-0.925967838,-1.667263331,-0.188005123,-1.70372416,-2.058507018,-0.443869406
-2.310986835,-1.044218609,-1.39600453,0.598262297,-2.057052134,-0.298584299,-1.584843434,-0.932153999,-1.671149709,-0.216551081,-1.70372416,-2.058507018,-0.443869406
-2.310986835,-1.044218609,-1.39600453,1.707036428,-2.021987431,0.542046562,-1.584843434,-1.271361834,-1.670002602,-0.031573294,-1.70372416,-2.058507018,-0.443869406
-1.011471062,0.745801751,-1.39600453,-1.784397569,-0.245727742,-0.328606821,-0.896080779,-0.563046385,-0.573213956,-0.832794284,-1.70372416,0.639996097,-0.443869406
-1.98523693,-1.389038911,-1.169661122,0.09820174,-2.018402644,1.064600797,-1.584843434,-0.813585911,-1.263187114,-0.044276253,-1.70372416,-2.058507018,-0.443869406
-2.310986835,0.01144995,-1.39600453,1.89847415,-1.770941034,-0.158479079,-1.584843434,-0.904316274,-1.673983354,-0.161149623,-1.70372416,-2.058507018,-0.443869406
-2.349226787,-1.436983003,-1.646313711,2.564966921,-2.57445462,-0.396657873,-1.584843434,-1.084745973,-1.672237065,-0.386042684,-1.70372416,-2.058507018,-0.443869406
-0.254100187,-0.641096932,-1.828149255,-2.158257023,0.082636767,-0.401518662,-0.896080779,-0.120735864,-0.033525842,-0.955216933,-1.70372416,0.732068226,-0.443869406
-1.320620639,-0.486700473,-1.39600453,0.066351581,-1.194255754,0.238485424,0.174507631,-1.735323919,-1.013624422,-1.975374345,-0.186781795,-0.4785279,-1.594647204
-1.452373629,-1.207745199,-1.169661122,2.328041575,-1.79693171,0.238485424,-1.584843434,-0.943495294,-1.668620891,-0.118995285,-1.70372416,-2.058507018,-0.443869406
-0.463607326,0.556512448,-1.242699667,-1.638539009,0.077991865,-0.634836552,-0.896080779,-0.330034316,-0.572315573,-0.819182543,-1.70372416,0.655074175,-0.443869406
-2.111016604,1.253195858,-1.735709846,0.058767661,0.349299009,1.669404088,-1.584843434,-0.782655105,-1.198895739,-0.802006733,1.394417161,-2.058507018,-1.594647204
